locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJIGEHEJ_02348	CDS	987	yxeI_3	3.5.1.11	COG3049	Penicillin V acylase
IJIGEHEJ_02349	CDS	2040	copB	7.2.2.8	COG2217	Copper-exporting P-type ATPase B
IJIGEHEJ_02350	CDS	429	copY		COG3682	Transcriptional repressor CopY
IJIGEHEJ_02351	CDS	273				hypothetical protein
IJIGEHEJ_02352	CDS	417				hypothetical protein
IJIGEHEJ_02353	CDS	1446	farB			Fatty acid resistance protein FarB
IJIGEHEJ_02354	CDS	183				hypothetical protein
IJIGEHEJ_02355	CDS	294				hypothetical protein
IJIGEHEJ_02356	CDS	387				hypothetical protein
IJIGEHEJ_02357	CDS	1374	pucI		COG1953	Allantoin permease
IJIGEHEJ_02358	CDS	1224	sbnD_3		COG2814	Staphyloferrin B transporter
IJIGEHEJ_02359	CDS	969	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
IJIGEHEJ_02360	CDS	471				hypothetical protein
IJIGEHEJ_02361	CDS	300				hypothetical protein
IJIGEHEJ_02362	CDS	270				hypothetical protein
IJIGEHEJ_02363	CDS	1362	topB_3	5.6.2.1		DNA topoisomerase 3
IJIGEHEJ_02364	CDS	216				hypothetical protein
IJIGEHEJ_02365	CDS	192				hypothetical protein
IJIGEHEJ_02366	CDS	975				hypothetical protein
IJIGEHEJ_02367	CDS	480				hypothetical protein
IJIGEHEJ_02368	CDS	387				hypothetical protein
IJIGEHEJ_02369	CDS	321				hypothetical protein
IJIGEHEJ_02370	CDS	1302	umuC_2		COG0389	Protein UmuC
IJIGEHEJ_02371	CDS	1122	xylB_2	1.1.1.90		Aryl-alcohol dehydrogenase
IJIGEHEJ_02372	CDS	1926	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
IJIGEHEJ_02373	CDS	270				hypothetical protein
IJIGEHEJ_02374	CDS	375				hypothetical protein
IJIGEHEJ_02375	CDS	4092				hypothetical protein
IJIGEHEJ_02376	CDS	762	rhaR_3			HTH-type transcriptional activator RhaR
IJIGEHEJ_02377	CDS	255				hypothetical protein
IJIGEHEJ_02378	CDS	1329				hypothetical protein
IJIGEHEJ_02379	CDS	1497				hypothetical protein
IJIGEHEJ_02380	CDS	426				hypothetical protein
IJIGEHEJ_02381	CDS	1065				hypothetical protein
IJIGEHEJ_02382	CDS	705				hypothetical protein
IJIGEHEJ_02383	CDS	969	tdh_3	1.1.1.103		L-threonine 3-dehydrogenase
IJIGEHEJ_02384	CDS	396				hypothetical protein
IJIGEHEJ_02385	CDS	633				hypothetical protein
IJIGEHEJ_02386	CDS	1041				hypothetical protein
IJIGEHEJ_02387	CDS	609				hypothetical protein
IJIGEHEJ_02388	CDS	372				hypothetical protein
IJIGEHEJ_02389	CDS	2784				hypothetical protein
IJIGEHEJ_02390	CDS	825				hypothetical protein
IJIGEHEJ_02391	CDS	654		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
IJIGEHEJ_02392	CDS	363	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
IJIGEHEJ_02393	CDS	1206	ydhP_2		COG2814	Inner membrane transport protein YdhP
IJIGEHEJ_02394	CDS	630	yciB_1	2.-.-.-	COG1376	Putative L,D-transpeptidase YciB
IJIGEHEJ_02395	CDS	1902	asnB_2	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
IJIGEHEJ_02396	CDS	747	agrA_3			Accessory gene regulator A
IJIGEHEJ_02397	CDS	1251				hypothetical protein
IJIGEHEJ_02398	CDS	129				hypothetical protein
IJIGEHEJ_02399	CDS	582				hypothetical protein
IJIGEHEJ_02400	CDS	915				hypothetical protein
IJIGEHEJ_02401	CDS	1413	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
IJIGEHEJ_02402	CDS	1863				hypothetical protein
IJIGEHEJ_02403	CDS	525				hypothetical protein
IJIGEHEJ_02404	CDS	285				hypothetical protein
IJIGEHEJ_02405	CDS	2106	ltaS1_2		COG1368	Lipoteichoic acid synthase 1
IJIGEHEJ_02406	CDS	237				hypothetical protein
IJIGEHEJ_02407	CDS	1188	dapX_2	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
IJIGEHEJ_02408	CDS	1239				hypothetical protein
IJIGEHEJ_02409	CDS	1056				hypothetical protein
IJIGEHEJ_02410	CDS	1023	cpoA	2.4.1.-	COG0438	Alpha-galactosylglucosyldiacylglycerol synthase
IJIGEHEJ_02411	CDS	1179		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
IJIGEHEJ_02412	CDS	1731	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
IJIGEHEJ_02413	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
IJIGEHEJ_02414	CDS	198				hypothetical protein
IJIGEHEJ_02415	CDS	2067	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
IJIGEHEJ_02416	CDS	561	xerH		COG4974	Tyrosine recombinase XerH
IJIGEHEJ_02417	CDS	390				hypothetical protein
IJIGEHEJ_02418	CDS	1527	glpK_1	2.7.1.30	COG0554	Glycerol kinase
IJIGEHEJ_02419	CDS	783				hypothetical protein
IJIGEHEJ_02420	tRNA	74				tRNA-Asn(gtt)
IJIGEHEJ_02421	CDS	423	spx_5		COG1393	Global transcriptional regulator Spx
IJIGEHEJ_02422	CDS	231				hypothetical protein
IJIGEHEJ_02423	CDS	513				hypothetical protein
IJIGEHEJ_02424	CDS	1434	ribZ_6		COG2814	Riboflavin transporter RibZ
IJIGEHEJ_02425	CDS	954	ppx	3.6.1.11	COG0248	Exopolyphosphatase
IJIGEHEJ_02426	CDS	2157	ppk	2.7.4.1		Polyphosphate kinase
IJIGEHEJ_02427	CDS	1530	gppA_2	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
IJIGEHEJ_02428	CDS	810				hypothetical protein
IJIGEHEJ_02429	CDS	486				hypothetical protein
IJIGEHEJ_02430	CDS	162				hypothetical protein
IJIGEHEJ_02431	CDS	1308	pbuG_2		COG2252	Guanine/hypoxanthine permease PbuG
IJIGEHEJ_02432	CDS	1740	pox5_3	1.2.3.3	COG0028	Pyruvate oxidase
IJIGEHEJ_02433	CDS	849				hypothetical protein
IJIGEHEJ_02434	CDS	1761	pox5_4	1.2.3.3	COG0028	Pyruvate oxidase
IJIGEHEJ_02435	CDS	930	fpaP_2	3.4.11.5	COG2267	Proline iminopeptidase
IJIGEHEJ_02436	CDS	990	birA_2	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
IJIGEHEJ_02437	CDS	1956	oatA_2	2.3.1.-	COG1835	Peptidoglycan O-acetyltransferase OatA
IJIGEHEJ_02438	CDS	2442	pepX	3.4.14.11	COG2936	Xaa-Pro dipeptidyl-peptidase
IJIGEHEJ_02439	CDS	405				hypothetical protein
IJIGEHEJ_02440	CDS	303				hypothetical protein
IJIGEHEJ_02441	CDS	1398	bcaP_3		COG0531	Branched-chain amino acid permease BcaP
IJIGEHEJ_02442	CDS	474				hypothetical protein
IJIGEHEJ_02443	CDS	819	pdxK	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
IJIGEHEJ_02444	CDS	420	ndx1	3.6.1.61		Diadenosine hexaphosphate hydrolase
IJIGEHEJ_02445	CDS	150				hypothetical protein
IJIGEHEJ_02446	CDS	582	gmk_1	2.7.4.8	COG0194	Guanylate kinase
IJIGEHEJ_02447	CDS	444	zur		COG0735	Zinc-specific metallo-regulatory protein
IJIGEHEJ_02448	CDS	483	greA_2		COG0782	Transcription elongation factor GreA
IJIGEHEJ_02449	CDS	630	udk	2.7.1.48	COG0572	Uridine kinase
IJIGEHEJ_02450	CDS	1191	mltG	4.2.2.29	COG1559	Endolytic murein transglycosylase
IJIGEHEJ_02451	CDS	2418	pheT_1	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
IJIGEHEJ_02452	CDS	1047	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
IJIGEHEJ_02453	CDS	360	yodB		COG1733	HTH-type transcriptional regulator YodB
IJIGEHEJ_02454	CDS	510				hypothetical protein
IJIGEHEJ_02455	CDS	768	rlmP	2.1.1.-	COG0566	23S rRNA (guanosine(2553)-2'-O)-methyltransferase RlmP
IJIGEHEJ_02456	CDS	273	acyP	3.6.1.7	COG1254	Acylphosphatase
IJIGEHEJ_02457	CDS	924	yidC			Membrane protein insertase YidC
IJIGEHEJ_02458	CDS	579				hypothetical protein
IJIGEHEJ_02459	CDS	1182	sbcD		COG0420	Nuclease SbcCD subunit D
IJIGEHEJ_02460	CDS	3186	smc_8			Chromosome partition protein Smc
IJIGEHEJ_02461	CDS	969	menA_2	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
IJIGEHEJ_02462	CDS	1638	sasA_4	2.7.13.3		Adaptive-response sensory-kinase SasA
IJIGEHEJ_02463	CDS	687	arlR		COG0745	Response regulator ArlR
IJIGEHEJ_02464	CDS	1350	rarA_2		COG2256	Replication-associated recombination protein A
IJIGEHEJ_02465	CDS	1437	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
IJIGEHEJ_02466	CDS	963	mneS_2		COG0053	Manganese efflux system protein MneS
IJIGEHEJ_02467	CDS	585				hypothetical protein
IJIGEHEJ_02468	CDS	555				hypothetical protein
IJIGEHEJ_02469	CDS	1152	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
IJIGEHEJ_02470	CDS	735	tylM1	2.1.1.235	COG2226	dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase
IJIGEHEJ_02471	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
IJIGEHEJ_02472	CDS	618		3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
IJIGEHEJ_02473	CDS	636	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
IJIGEHEJ_02474	CDS	315			COG1534	RNA-binding protein
IJIGEHEJ_02475	CDS	1137	yqeH		COG1161	putative protein YqeH
IJIGEHEJ_02476	CDS	531	gph	3.1.3.18		Phosphoglycolate phosphatase
IJIGEHEJ_02477	CDS	483				hypothetical protein
IJIGEHEJ_02478	CDS	1314	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
IJIGEHEJ_02479	CDS	747		5.1.1.13		Aspartate racemase
IJIGEHEJ_02480	CDS	348	yybR		COG1733	putative HTH-type transcriptional regulator YybR
IJIGEHEJ_02481	CDS	1032				Zinc-type alcohol dehydrogenase-like protein
IJIGEHEJ_02482	CDS	1263	rarA_3	3.6.4.-	COG2256	Replication-associated recombination protein A
IJIGEHEJ_02483	CDS	312				hypothetical protein
IJIGEHEJ_02484	CDS	357	rplT		COG0292	Large ribosomal subunit protein bL20
IJIGEHEJ_02485	CDS	195	rpmI		COG0291	Large ribosomal subunit protein bL35
IJIGEHEJ_02486	CDS	501	infC			Translation initiation factor IF-3
IJIGEHEJ_02487	CDS	2067	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
IJIGEHEJ_02488	CDS	936	dnaI	3.6.4.-	COG1484	Replicative helicase loader DnaI
IJIGEHEJ_02489	CDS	1401	dnaB		COG3611	Replicative helicase loading/DNA remodeling protein DnaB
IJIGEHEJ_02490	CDS	516	nrdR		COG1327	Transcriptional repressor NrdR
IJIGEHEJ_02491	CDS	594	coaE	2.7.1.24		Dephospho-CoA kinase
IJIGEHEJ_02492	CDS	825	mutM	3.2.2.23		Formamidopyrimidine-DNA glycosylase
IJIGEHEJ_02493	CDS	2649	polA	2.7.7.7		DNA polymerase I
IJIGEHEJ_02494	CDS	717	ybhL		COG0670	Inner membrane protein YbhL
IJIGEHEJ_02495	CDS	888				hypothetical protein
IJIGEHEJ_02496	CDS	339				hypothetical protein
IJIGEHEJ_02497	CDS	1407				Iron-sulfur cluster assembly SufBD family protein
IJIGEHEJ_02498	CDS	468	iscU			Iron-sulfur cluster assembly scaffold protein IscU
IJIGEHEJ_02499	CDS	1239	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
IJIGEHEJ_02500	CDS	1302				Iron-sulfur cluster assembly SufBD family protein
IJIGEHEJ_02501	CDS	798				putative ABC transporter ATP-binding protein
IJIGEHEJ_02502	CDS	225				hypothetical protein
IJIGEHEJ_02503	CDS	1989	feoB		COG0370	Fe(2+) transporter FeoB
IJIGEHEJ_02504	CDS	165				hypothetical protein
IJIGEHEJ_02505	CDS	1311	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
IJIGEHEJ_02506	CDS	2994				hypothetical protein
IJIGEHEJ_02507	CDS	642	pheT_2	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
IJIGEHEJ_02508	CDS	324				hypothetical protein
IJIGEHEJ_02509	CDS	645	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
IJIGEHEJ_02510	CDS	786	ccrZ	2.7.1.15	COG0510	Cell cycle regulator CcrZ
IJIGEHEJ_02511	CDS	1206				hypothetical protein
IJIGEHEJ_02512	CDS	738	ecsA_2		COG1131	ABC-type transporter ATP-binding protein EcsA
IJIGEHEJ_02513	CDS	453	hit_1		COG0537	Protein hit
IJIGEHEJ_02514	CDS	342				hypothetical protein
IJIGEHEJ_02515	CDS	897	prsA_2	5.2.1.8		Foldase protein PrsA
IJIGEHEJ_02516	CDS	705				hypothetical protein
IJIGEHEJ_02517	CDS	681				hypothetical protein
IJIGEHEJ_02518	CDS	1047				hypothetical protein
IJIGEHEJ_02519	CDS	372				hypothetical protein
IJIGEHEJ_02520	CDS	3279				hypothetical protein
IJIGEHEJ_02521	CDS	1317	npr_2	1.11.1.1	COG0446	NADH peroxidase
IJIGEHEJ_02522	CDS	627			COG1309	putative HTH-type transcriptional regulator
IJIGEHEJ_02523	CDS	642	fnr_2		COG0664	Fumarate and nitrate reduction regulatory protein
IJIGEHEJ_02524	CDS	564				hypothetical protein
IJIGEHEJ_02525	CDS	828	qorB_3	1.6.5.2	COG0702	Quinone oxidoreductase 2
IJIGEHEJ_02526	CDS	558				hypothetical protein
IJIGEHEJ_02527	CDS	1089	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IJIGEHEJ_02528	CDS	1986	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
IJIGEHEJ_02529	CDS	1839				hypothetical protein
IJIGEHEJ_02530	CDS	1866				hypothetical protein
IJIGEHEJ_02531	CDS	474	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
IJIGEHEJ_02532	CDS	1215	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
IJIGEHEJ_02533	CDS	603	ribE	2.5.1.9	COG0307	Riboflavin synthase
IJIGEHEJ_02534	CDS	1068	ribD		COG0117	Riboflavin biosynthesis protein RibD
IJIGEHEJ_02535	CDS	2550				hypothetical protein
IJIGEHEJ_02536	CDS	144				hypothetical protein
IJIGEHEJ_02537	CDS	2037				hypothetical protein
IJIGEHEJ_02538	CDS	996	ykoT	2.4.-.-	COG0463	putative glycosyltransferase YkoT
IJIGEHEJ_02539	CDS	441				hypothetical protein
IJIGEHEJ_02540	CDS	561				hypothetical protein
IJIGEHEJ_02541	CDS	2439	urdA_2	1.3.99.33	COG0431	Urocanate reductase
IJIGEHEJ_02542	CDS	615	crdA_1			NADH:(hydroxy)cinnamate reductase subunit CrdA
IJIGEHEJ_02543	CDS	948	argP_2			HTH-type transcriptional regulator ArgP
IJIGEHEJ_02544	CDS	843				hypothetical protein
IJIGEHEJ_02545	CDS	324				hypothetical protein
IJIGEHEJ_02546	CDS	822				hypothetical protein
IJIGEHEJ_02547	CDS	981	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
IJIGEHEJ_02548	CDS	2481	smc_9			Chromosome partition protein Smc
IJIGEHEJ_02549	CDS	1221				hypothetical protein
IJIGEHEJ_02550	CDS	345				hypothetical protein
IJIGEHEJ_02551	CDS	2130	pbp2a		COG0744	Penicillin-binding protein 2a
IJIGEHEJ_02552	CDS	123				hypothetical protein
IJIGEHEJ_02553	CDS	462	argR_1		COG1438	Arginine repressor
IJIGEHEJ_02554	CDS	1122	vioD	4.2.1.145		Capreomycidine synthase
IJIGEHEJ_02555	CDS	609	argO			Arginine exporter protein ArgO
IJIGEHEJ_02556	CDS	1452	norG			HTH-type transcriptional regulator NorG
IJIGEHEJ_02557	CDS	237	dltC1_2		COG0236	D-alanyl carrier protein 1
IJIGEHEJ_02558	CDS	612	yciB_2	2.-.-.-	COG1376	Putative L,D-transpeptidase YciB
IJIGEHEJ_02559	CDS	1185				hypothetical protein
IJIGEHEJ_02560	CDS	1473	bglH_5	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
IJIGEHEJ_02561	CDS	1356	gmuC_1		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
IJIGEHEJ_02562	CDS	300	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
IJIGEHEJ_02563	CDS	210	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
IJIGEHEJ_02564	CDS	117				hypothetical protein
IJIGEHEJ_02565	CDS	471				hypothetical protein
IJIGEHEJ_02566	CDS	2556	dgaR			Transcriptional regulatory protein DagR
IJIGEHEJ_02567	CDS	657				hypothetical protein
IJIGEHEJ_02568	CDS	1995	syfD	7.6.2.-	COG0577	putative syringafactin export ATP-binding/permease protein SyfD
IJIGEHEJ_02569	CDS	477				hypothetical protein
IJIGEHEJ_02570	CDS	1689	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
IJIGEHEJ_02571	CDS	447	elaA_3		COG2153	Protein ElaA
IJIGEHEJ_02572	tRNA	74				tRNA-Asp(gtc)
IJIGEHEJ_02573	CDS	537				hypothetical protein
IJIGEHEJ_02574	CDS	1296	arsB		COG1055	Arsenical pump membrane protein
IJIGEHEJ_02575	CDS	348				hypothetical protein
IJIGEHEJ_02576	CDS	1395	npr_3	1.11.1.1	COG0446	NADH peroxidase
IJIGEHEJ_02577	CDS	567				hypothetical protein
IJIGEHEJ_02578	CDS	336				hypothetical protein
IJIGEHEJ_02579	CDS	1383	fumC	4.2.1.2		Fumarate hydratase class II
IJIGEHEJ_02580	CDS	1389		1.3.1.6		NADH:fumarate oxidoreductase
IJIGEHEJ_02581	CDS	537	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
IJIGEHEJ_02582	CDS	882	oxyR_2		COG0583	DNA-binding transcriptional dual regulator OxyR
IJIGEHEJ_02583	CDS	903				hypothetical protein
IJIGEHEJ_02584	CDS	1644	mleS	4.1.1.101	COG0281	Malolactic enzyme
IJIGEHEJ_02585	CDS	972				hypothetical protein
IJIGEHEJ_02586	CDS	1428	bcaP_4		COG0531	Branched-chain amino acid permease BcaP
IJIGEHEJ_02587	CDS	582	panT		COG4684	Pantothenate transporter PanT
IJIGEHEJ_02588	CDS	177				hypothetical protein
IJIGEHEJ_02589	CDS	2688				hypothetical protein
IJIGEHEJ_02590	CDS	1440	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
IJIGEHEJ_02591	CDS	996	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
IJIGEHEJ_02592	CDS	1743	cydD	7.4.2.-	COG4988	Glutathione/L-cysteine transport system ATP-binding/permease protein CydD
IJIGEHEJ_02593	CDS	1761	cydC	7.4.2.-	COG4987	Glutathione/L-cysteine transport system ATP-binding/permease protein CydC
IJIGEHEJ_02594	CDS	978				hypothetical protein
IJIGEHEJ_02595	CDS	978	hepT_2	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
IJIGEHEJ_02596	CDS	915	menA_3	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
IJIGEHEJ_02597	CDS	975	iolU_2	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
IJIGEHEJ_02598	CDS	639				hypothetical protein
IJIGEHEJ_02599	CDS	588	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
IJIGEHEJ_02600	CDS	549				hypothetical protein
IJIGEHEJ_02601	CDS	1170	purK_1	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
IJIGEHEJ_02602	CDS	2268	pcrA	5.6.2.4	COG0210	ATP-dependent DNA helicase PcrA
IJIGEHEJ_02603	CDS	2040	ligA	6.5.1.2	COG0272	DNA ligase
IJIGEHEJ_02604	CDS	1176	yerH		COG4851	putative lipoprotein YerH
IJIGEHEJ_02605	CDS	321	gatC_2	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
IJIGEHEJ_02606	CDS	1464	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
IJIGEHEJ_02607	CDS	1425	gatB_2	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
IJIGEHEJ_02608	CDS	1023	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
IJIGEHEJ_02609	CDS	1374		2.1.1.-	COG2265	putative RNA methyltransferase
IJIGEHEJ_02610	CDS	576				hypothetical protein
IJIGEHEJ_02611	CDS	2340	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
IJIGEHEJ_02612	CDS	1317				hypothetical protein
IJIGEHEJ_02613	CDS	885				hypothetical protein
IJIGEHEJ_02614	CDS	879	hexR		COG1737	HTH-type transcriptional regulator HexR
IJIGEHEJ_02615	CDS	777				hypothetical protein
IJIGEHEJ_02616	CDS	366				hypothetical protein
IJIGEHEJ_02617	CDS	201	csp		COG1278	Cold shock protein 1
IJIGEHEJ_02618	CDS	1008	iolU_3	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
IJIGEHEJ_02619	CDS	1335	deaD	3.6.4.13		ATP-dependent RNA helicase DeaD
IJIGEHEJ_02620	tRNA	75				tRNA-Arg(cct)
IJIGEHEJ_02621	CDS	441				Putative universal stress protein
IJIGEHEJ_02622	CDS	1308	chbC_2		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
IJIGEHEJ_02623	CDS	867				hypothetical protein
IJIGEHEJ_02624	CDS	201				hypothetical protein
IJIGEHEJ_02625	CDS	441				hypothetical protein
IJIGEHEJ_02626	CDS	564				hypothetical protein
IJIGEHEJ_02627	CDS	1347	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
IJIGEHEJ_02628	CDS	1173				hypothetical protein
IJIGEHEJ_02629	CDS	1119	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
IJIGEHEJ_02630	CDS	930				hypothetical protein
IJIGEHEJ_02631	CDS	717	larD_2		COG0580	D/L-lactic acid transporter
IJIGEHEJ_02632	CDS	1215				hypothetical protein
IJIGEHEJ_02633	CDS	1623	hsdM_2	2.1.1.72		Type I restriction enzyme EcoR124I/EcoR124II methylase subunit
IJIGEHEJ_02634	CDS	3168	hsdR_2	3.1.21.3		Type I restriction enzyme SauN315I endonuclease subunit
IJIGEHEJ_02635	CDS	2037	mutL		COG0323	DNA mismatch repair protein MutL
IJIGEHEJ_02636	CDS	2691	mutS		COG0249	DNA mismatch repair protein MutS
IJIGEHEJ_02637	CDS	807	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
IJIGEHEJ_02638	CDS	1560	rny	3.1.-.-	COG1418	Ribonuclease Y
IJIGEHEJ_02639	CDS	1143	recA		COG0468	Protein RecA
IJIGEHEJ_02640	CDS	1263	cinA		COG1058	Putative competence-damage inducible protein
IJIGEHEJ_02641	CDS	585	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
IJIGEHEJ_02642	CDS	873				hypothetical protein
IJIGEHEJ_02643	CDS	1302				hypothetical protein
IJIGEHEJ_02644	CDS	1266				hypothetical protein
IJIGEHEJ_02645	CDS	1353	yclM	2.7.2.4	COG0527	Aspartokinase 3
IJIGEHEJ_02646	CDS	363	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
IJIGEHEJ_02647	CDS	1128	alr	5.1.1.1		Alanine racemase
IJIGEHEJ_02648	CDS	393	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
IJIGEHEJ_02649	CDS	1980	kup_3			Low affinity potassium transport system protein Kup
IJIGEHEJ_02650	CDS	1053				hypothetical protein
IJIGEHEJ_02651	CDS	1014				hypothetical protein
IJIGEHEJ_02652	CDS	771	ssuB_2	7.6.2.14	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
IJIGEHEJ_02653	CDS	3063	carB_1	6.3.4.16	COG0458	Carbamoyl phosphate synthase large chain
IJIGEHEJ_02654	CDS	1068	carA	6.3.5.5	COG0505	Carbamoyl phosphate synthase arginine-specific small chain
IJIGEHEJ_02655	CDS	1026	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
IJIGEHEJ_02656	CDS	1215	argJ			Arginine biosynthesis bifunctional protein ArgJ
IJIGEHEJ_02657	CDS	747	argB	2.7.2.8	COG0548	Acetylglutamate kinase
IJIGEHEJ_02658	CDS	1170	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
IJIGEHEJ_02659	CDS	1023	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
IJIGEHEJ_02660	CDS	507	queT		COG4708	Queuosine precursor transporter QueT
IJIGEHEJ_02661	CDS	639				hypothetical protein
IJIGEHEJ_02662	CDS	1395				hypothetical protein
IJIGEHEJ_02663	CDS	963	ldh_3	1.1.1.27		L-lactate dehydrogenase
IJIGEHEJ_02664	CDS	558	pth	3.1.1.29		Peptidyl-tRNA hydrolase
IJIGEHEJ_02665	CDS	3528	mfd	3.6.4.-		Transcription-repair-coupling factor
IJIGEHEJ_02666	CDS	1605	murJ_2		COG2244	Lipid II flippase MurJ
IJIGEHEJ_02667	CDS	288	rqcP		COG1188	RQC P-site tRNA stabilizing factor
IJIGEHEJ_02668	CDS	147				hypothetical protein
IJIGEHEJ_02669	CDS	399				hypothetical protein
IJIGEHEJ_02670	CDS	540	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
IJIGEHEJ_02671	CDS	1347	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
IJIGEHEJ_02672	CDS	543	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
IJIGEHEJ_02673	CDS	2238	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
IJIGEHEJ_02674	CDS	888	hslO			33 kDa chaperonin
IJIGEHEJ_02675	CDS	1008	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
IJIGEHEJ_02676	CDS	1500	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
IJIGEHEJ_02677	CDS	678	rex		COG2344	Redox-sensing transcriptional repressor Rex
IJIGEHEJ_02678	CDS	1983	yheS_2		COG0488	putative ATP-binding protein YheS
IJIGEHEJ_02679	CDS	2643	gtfB	2.4.1.5	COG0366	Glucosyltransferase-I
IJIGEHEJ_02680	CDS	447				hypothetical protein
IJIGEHEJ_02681	CDS	1527	egtUBC		COG1174	putative ergothioneine transporter EgtUBC
IJIGEHEJ_02682	CDS	972	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IJIGEHEJ_02683	CDS	1332	garB_2	1.8.1.16		Glutathione amide reductase
IJIGEHEJ_02684	CDS	1518	glpK_2	2.7.1.30	COG0554	Glycerol kinase
